codigo_ibge,municipio,populacao,ano_populacao,ano_pib,pib_percapita,taxa_urbanizacao,taxa_cvli,taxa_tentativa_homicidio,taxa_lesao_dolosa,taxa_roubo_outros,taxa_roubo_veiculo,taxa_roubo_carga,taxa_furto_outros,taxa_furto_veiculo,taxa_estupro_total,taxa_trafico,total_ocorrencias_janela,n_ocorrencias,prop_via_publica,prop_noturno,cobertura_periodo,taxa_recuperacao_veiculo,prop_veiculo_motocicleta,prop_celular_em_furto_roubo,iegm_conceito,i_planejamento_conceito,i_fiscal_conceito,i_educ_conceito,i_saude_conceito,i_amb_conceito,i_cidade_conceito,i_gov_ti_conceito,iegm_ord,i_planejamento_ord,i_fiscal_ord,i_educ_ord,i_saude_ord,i_amb_ord,i_cidade_ord,i_gov_ti_ord,iegm_exercicio_ref,iegm_ano_apuracao,flag_sem_iegm,flag_pop_pequena,flag_capital,janela_anos,exposicao_anos,ano_populacao_ref
3511904,Clementina,7087,2024,2023,35855.368985466346,96.47665425379547,4.703447627110672,18.81379050844269,404.4964959315178,14.110342881332018,0.0,0.0,507.97234372795253,37.62758101688538,4.703447627110672,65.8482667795494,225,273,0.3443223443223443,0.7333333333333333,0.10989010989010989,8.5,1.0,0.08058608058608059,C+,C,B,B,B,C+,C,C,2.0,1.0,2.6667,3.0,3.0,2.6667,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512001,Colina,18842,2024,2023,108936.2063475215,95.21259331385914,1.7690974065032021,14.152779252025617,373.27955277217563,33.61285072356084,5.307292219509606,1.7690974065032021,474.11810494285817,38.920142943070445,61.918409227612074,237.05905247142908,702,780,0.4012820512820513,0.5958904109589042,0.18717948717948718,1.8076923076923077,0.38461538461538464,0.10256410256410256,C+,C,B,B,B,C,C,C,2.3333,1.6667,3.0,3.0,3.3333,1.0,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512100,Colômbia,6781,2024,2023,109634.71464385783,70.6592246190979,9.83139163348572,9.83139163348572,580.0521063756574,44.241262350685744,34.40987071720002,0.0,1101.1158629504007,44.241262350685744,73.7354372511429,103.22961215160007,407,444,0.2905405405405405,0.6017699115044248,0.2545045045045045,0.5,0.18181818181818182,0.09684684684684684,C+,C,C+,B,B,B,C+,C,2.0,1.6667,2.0,2.0,3.0,3.3333,2.3333,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512209,Conchal,29034,2024,2023,37668.38878556176,95.29198249172627,10.332713370531103,13.776951160708133,376.56999839268906,70.03283506693302,53.9597253794402,0.0,875.984477968359,73.47707285711004,24.109664531239236,299.64868774540196,1566,1799,0.4591439688715953,0.6193895870736086,0.3096164535853252,1.4766355140186915,0.48598130841121495,0.10061145080600334,C+,C,B,C+,C+,B,C,B,1.3333,1.0,3.0,1.6667,1.3333,1.6667,1.0,1.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512308,Conchas,15381,2024,2023,35830.115077043105,78.28256302521008,8.668703812062502,8.668703812062502,424.7664867910625,93.18856597967189,6.501527859046876,2.1671759530156254,862.5360293002188,69.34963049650001,56.346574778406264,108.35879765078127,757,824,0.25,0.48398576512455516,0.34101941747572817,1.540983606557377,0.11475409836065574,0.1529126213592233,C,C,C+,C,C,C,C,C,1.0,1.0,1.6667,1.3333,1.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512407,Cordeirópolis,25130,2024,2023,165854.1583764425,95.56579913518806,7.958615200955034,13.264358668258389,464.2525533890436,66.32179334129195,37.14020427112349,38.466640137949334,753.4155723570766,115.399920413848,30.5080249369943,82.23902374320201,1213,1535,0.4436482084690554,0.6814814814814815,0.1758957654723127,1.8038277511961722,0.41626794258373206,0.13420195439739413,C+,C,C,B,C,B,C,C,2.0,1.0,1.0,3.0,2.3333,2.3333,2.6667,2.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512506,Coroados,5498,2024,2023,61004.91087668243,85.33333333333334,18.188432157148053,12.125621438098703,448.64799320965193,6.062810719049351,0.0,6.062810719049351,721.4744755668728,48.50248575239481,6.062810719049351,30.314053595246754,214,255,0.3568627450980392,0.8064516129032258,0.12156862745098039,18.666666666666668,0.3333333333333333,0.13725490196078433,C+,C,C+,B+,B,C,C+,C,2.0,1.0,2.6667,3.3333,3.0,1.0,2.0,1.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512605,Coronel Macedo,4295,2024,2023,38614.43538998836,82.73364485981308,15.521924718665115,0.0,519.9844780752813,7.760962359332558,0.0,0.0,279.39464493597205,31.04384943733023,108.65347303065579,0.0,124,139,0.39568345323741005,0.6590909090909091,0.31654676258992803,0.0,0.4,0.04316546762589928,C,C,B,C,B,C,C,C+,1.3333,1.0,2.6667,1.3333,3.0,1.3333,1.0,1.3333,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3512704,Corumbataí,4285,2024,2023,82754.72578763127,64.67222884386175,7.77907429015947,0.0,334.50019447685725,46.67444574095683,70.01166861143524,31.11629716063788,793.4655775962661,93.34889148191365,0.0,31.11629716063788,181,241,0.2572614107883817,0.6136363636363636,0.1825726141078838,1.3061224489795917,0.0,0.08713692946058091,B,C+,B+,B,B,C,C+,B,3.0,2.6667,3.3333,3.0,2.3333,1.3333,2.0,3.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3512803,Cosmópolis,61204,2024,2023,37797.59492843605,97.47377578505343,10.347907544169226,7.624773979914167,376.3370585800492,107.29146243164934,50.10565758229309,9.803280831318215,552.2514868309261,196.6102433392153,39.21312332527286,199.8780036163214,2845,3686,0.5803038524145415,0.5338983050847458,0.12805208898534998,0.9435336976320583,0.40255009107468126,0.14867064568638091,C,C,C,B,C,C,C,C,1.0,1.0,1.0,2.0,1.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3512902,Cosmorama,8968,2024,2023,97951.27118644067,77.99059525174906,3.716919417187035,22.301516503122212,431.16265239369613,14.86767766874814,3.716919417187035,0.0,791.7038358608386,14.86767766874814,33.452274754683316,37.16919417187036,364,445,0.2651685393258427,0.6574074074074074,0.24269662921348314,4.333333333333333,0.0,0.06741573033707865,C+,C,B,B,B,C,C,C,1.3333,1.0,2.0,2.6667,3.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513009,Cotia,287004,2024,2023,66412.91758999875,97.1721456344998,6.968543992418224,7.084686392291862,309.63563806311646,333.0964028375911,145.4102846417936,27.641891169925625,825.1917511021913,167.361198217911,27.29346397030471,56.793633538208525,16415,18542,0.7048862042929566,0.5127478753541076,0.22845431992233847,1.201495073054706,0.5195378865103636,0.2917161039801532,C,C,C,C,C,C,C,B,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513108,Cravinhos,34252,2024,2023,68823.805909144,98.41651392686518,4.8658959087547204,4.8658959087547204,331.8541009770719,61.31028845030947,8.758612635758496,1.9463583635018882,631.5932889563627,82.72023044883024,40.87352563353964,251.08022889174356,1459,1624,0.5141625615763546,0.6048387096774194,0.15270935960591134,1.2403846153846154,0.27884615384615385,0.1145320197044335,C+,C,B+,C+,B,C,C,C,2.0,1.0,3.3333,2.3333,3.0,2.0,1.3333,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513207,Cristais Paulista,9543,2024,2023,47068.1127528031,82.27998274374461,6.985923364420692,0.0,328.3383981277725,48.90146355094484,62.873310279786224,0.0,992.0011177477382,80.33811869083796,31.436655139893112,87.32404205525866,469,555,0.3117117117117117,0.7378048780487805,0.2954954954954955,0.92,0.22666666666666666,0.14414414414414414,C+,C,B,C+,B,C+,C,B,1.6667,1.0,3.0,1.6667,2.6667,2.6667,1.0,2.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513306,Cruzália,2129,2024,2023,102488.961953969,67.26755218216319,0.0,0.0,532.3312979489589,0.0,0.0,0.0,344.4496633787381,0.0,15.65680288085173,31.31360576170346,59,69,0.34782608695652173,1.0,0.07246376811594203,,,0.057971014492753624,B,B,B,B,B,B+,A,B+,2.3333,1.6667,2.6667,2.3333,2.6667,3.6667,4.3333,2.6667,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3513405,Cruzeiro,76513,2024,2023,55963.84928051442,97.56806872907244,30.495907013622954,44.872548891473784,372.92137719516074,98.89386988703444,10.455739547527871,0.43565581448032803,751.0706241640854,42.25861400459181,27.010660497780336,120.24100479657051,3440,3960,0.47904040404040404,0.5871156661786238,0.17247474747474748,2.9711538461538463,0.5865384615384616,0.12777777777777777,C,C,C,C+,C+,C,C,C+,1.0,1.0,1.0,1.6667,2.0,1.0,1.0,2.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513504,Cubatão,115082,2024,2023,241683.2171842686,99.8755290017426,8.68945621383014,15.351372644433246,296.6001054320687,324.9856623972472,140.47954212358724,31.861339450710506,1158.5941618440186,118.4662530485509,26.068368641490412,72.99143219617316,7575,8404,0.7140647310804379,0.44685466377440347,0.1645644930985245,1.6432545201668984,0.24408901251738527,0.27403617325083296,C,C,C+,C,C+,C+,C,C,1.0,1.0,1.6667,1.0,1.3333,2.0,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513603,Cunha,22456,2024,2023,19279.52440327752,59.02306648575305,11.87507421921387,19.29699560622254,227.11079444246528,29.687685548034672,8.906305664410402,0.0,362.18976368602307,22.265764161026006,29.687685548034672,54.922218263864146,516,631,0.3502377179080824,0.5585585585585585,0.17591125198098256,2.526315789473684,0.7894736842105263,0.098256735340729,C,C,C,C,C,C,C,C+,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513702,Descalvado,32622,2024,2023,79225.15480350684,90.71041692908427,13.283469233441643,7.152637279545501,280.9964645535732,68.46095681850694,15.327079884740359,1.0218053256493573,750.0051090266282,108.31136451883187,37.80679704902622,74.59178877240308,1328,1498,0.33978638184245663,0.6531049250535332,0.31174899866488653,0.6133333333333333,0.18,0.12283044058744993,B,C+,B,B,B,C,C,C,2.0,1.3333,2.6667,2.6667,3.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513801,Diadema,404118,2024,2023,52531.89662425331,100.0,4.784081217202236,6.598732713382395,317.64649599044503,715.3851102895688,181.87757041260227,11.217845612750072,853.62856063493,233.1827172591504,22.023270430913744,96.25901345646568,29613,31536,0.776255707762557,0.4402393944728041,0.18014332825976662,1.2672039677619342,0.49865674726183096,0.3560692541856925,C+,C,C,B,B,C+,C,B+,1.6667,1.0,1.0,2.3333,2.6667,2.6667,2.3333,4.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3513850,Dirce Reis,1641,2024,2023,60624.61913467398,81.48148148148148,0.0,0.0,548.4460694698355,0.0,0.0,0.0,406.2563477554337,20.312817387771684,40.62563477554337,20.312817387771684,51,61,0.32786885245901637,0.5555555555555556,0.14754098360655737,2.0,1.0,0.03278688524590164,B,B+,B,C+,C+,C+,C,C,2.6667,4.0,3.3333,2.3333,1.6667,1.6667,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3513900,Divinolândia,11314,2024,2023,46719.46261269224,68.73991754794766,0.0,5.892404690354133,297.56643686288373,0.0,8.8386070355312,0.0,524.4240174415179,47.139237522833064,17.6772140710624,44.193035177656,321,394,0.2817258883248731,0.6274509803921569,0.25888324873096447,0.75,0.35,0.07360406091370558,C,C,C,C,C,C,C,B,1.0,1.0,1.3333,1.0,1.3333,1.0,1.6667,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514007,Dobrada,8958,2024,2023,23861.91114087966,97.68238383377098,11.163206072784105,11.163206072784105,182.33236585547368,59.53709905484855,26.047480836496245,0.0,308.84870134702686,74.4213738185607,40.93175560020838,40.93175560020838,203,223,0.40358744394618834,0.5348837209302325,0.19282511210762332,0.7111111111111111,0.24444444444444444,0.11210762331838565,C+,C,B,B,C+,C+,C+,C,2.0,1.6667,2.6667,2.6667,1.6667,2.0,1.3333,2.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514106,Dois Córregos,24855,2024,2023,47760.89318044659,95.99755201958384,5.364447126668008,9.387782471669013,403.67464628176754,20.11667672500503,4.023335345001006,0.0,991.0816066519144,30.845570978341044,44.256688795011065,127.40561925836519,1220,1347,0.38158871566443947,0.5615141955835962,0.23533778767631774,1.92,0.56,0.08611729769858946,C+,C,B,B,B,C,B,B+,2.3333,1.0,3.0,3.0,3.0,1.3333,3.0,3.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514205,Dolcinópolis,2250,2024,2023,37506.666666666664,89.44268237426371,0.0,44.44444444444445,740.7407407407408,14.814814814814815,0.0,0.0,251.85185185185185,0.0,103.70370370370371,118.51851851851852,86,108,0.3148148148148148,0.7142857142857143,0.06481481481481481,,,0.037037037037037035,C,C,B,C,B,C,C,C,1.0,1.0,2.0,1.0,2.3333,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3514304,Dourado,8186,2024,2023,143921.3290984608,93.89822134387352,12.21597849987784,4.071992833292613,492.71113282840616,20.359964166463065,8.143985666585227,0.0,557.863018161088,24.43195699975568,36.64793549963352,69.22387816597443,301,329,0.2887537993920973,0.7105263157894737,0.23100303951367782,1.4444444444444444,0.0,0.11550151975683891,C,C,C,C,C,C,B,C+,1.0,1.3333,2.0,1.0,1.0,1.0,1.6667,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514403,Dracena,46664,2024,2023,39757.071832676156,92.50120948234157,2.8573061317789588,7.857591862392137,535.03057317561,15.000857191839533,0.0,0.0,970.7697582719013,29.28738785073433,39.287959311960684,130.72175552888737,2423,3411,0.44092641454119025,0.6198979591836735,0.1149223101729698,3.103448275862069,0.7931034482758621,0.0870712401055409,C+,C+,C+,C+,C+,C,C,B+,2.0,2.0,2.3333,1.6667,2.0,1.0,1.3333,4.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514502,Duartina,12529,2024,2023,34781.70644105675,90.1038286826736,2.660494319844627,2.660494319844627,361.82722749886926,13.302471599223136,2.660494319844627,0.0,478.88897757203284,29.2654375182909,63.85186367627105,167.6111421502115,422,502,0.3705179282868526,0.44642857142857145,0.22310756972111553,3.0,0.14285714285714285,0.0796812749003984,C+,B,B,C,C+,C,C,B,1.6667,1.6667,2.3333,1.3333,2.0,1.0,1.3333,2.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514601,Dumont,9719,2024,2023,42597.18077991563,97.68767817548306,6.8594162636759615,0.0,195.49336351476487,41.15649758205576,27.437665054703846,0.0,390.98672702952973,82.31299516411153,34.29708131837981,48.01591384573173,241,274,0.4635036496350365,0.8775510204081632,0.17883211678832117,0.8888888888888888,0.26666666666666666,0.1897810218978102,C,C,C+,B,C+,C,C+,C,1.0,1.0,2.3333,3.0,1.6667,1.0,1.3333,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514700,Echaporã,6295,2024,2023,29770.135027799843,84.25463336019338,5.295207836907599,21.180831347630395,465.9782896478687,21.180831347630395,0.0,5.295207836907599,413.02621127879263,21.180831347630395,31.771247021445593,63.542494042891185,198,230,0.33043478260869563,0.5925925925925926,0.23478260869565218,2.3333333333333335,0.0,0.034782608695652174,C+,C,B,B,C+,B,C,B,2.0,1.6667,2.6667,3.0,2.0,1.6667,1.0,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514809,Eldorado,13162,2024,2023,32213.569366357697,52.58244701201316,0.0,25.325431798612165,465.9879450944639,25.325431798612165,2.5325431798612166,0.0,427.9997973965456,35.45560451805704,98.76918401458745,60.7810363166692,451,518,0.3030888030888031,0.5882352941176471,0.22972972972972974,1.2857142857142858,0.2857142857142857,0.10231660231660232,C,C,B,C,C,C,C,C,1.0,1.0,2.6667,1.0,1.0,1.0,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514908,Elias Fausto,18103,2024,2023,119290.11766005635,86.92016498107238,1.8413154357472978,5.523946307241894,366.42177171371225,42.35025502218785,29.461046971956765,7.365261742989191,386.67624150693257,42.35025502218785,20.254469793220277,211.75127511093925,605,785,0.4713375796178344,0.5333333333333333,0.09554140127388536,0.7272727272727273,0.10909090909090909,0.14012738853503184,C,C,B,C,B,C,C,C,1.0,1.0,2.0,1.0,2.3333,1.0,1.3333,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3514924,Elisiário,3189,2024,2023,38247.41298212606,93.33970681963034,10.452597470471412,20.905194940942824,303.1253266436709,31.357792411414234,10.452597470471412,0.0,282.22013170272817,31.357792411414234,62.71558482282847,20.905194940942824,74,99,0.36363636363636365,0.5384615384615384,0.13131313131313133,2.5,0.5,0.08080808080808081,B,B+,B,B,B,C,C,C,2.3333,3.3333,3.0,2.3333,2.0,1.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3514957,Embaúba,2353,2024,2023,39537.611559711004,88.29100301334482,0.0,0.0,269.1599376682249,0.0,0.0,0.0,283.3262501770789,14.166312508853945,28.33262501770789,42.49893752656183,45,58,0.3448275862068966,0.4,0.08620689655172414,0.0,0.0,0.06896551724137931,C,C,B,B,C+,C,C,C,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515004,Embu das Artes,259323,2024,2023,66676.11434388773,99.41441854713572,8.226548872769996,7.198230263673745,332.9181496949107,580.2287751825587,128.1542066586201,32.906195491079984,631.7732454635081,152.3196939723819,44.08916036500169,37.019469927464975,15208,16172,0.7212465990601039,0.5624464132609317,0.21636161266386347,1.4575812274368232,0.5419675090252708,0.3545634429878803,C,C,C,B,C,C,B,C+,1.3333,1.0,1.3333,2.3333,1.6667,1.0,3.0,2.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515103,Embu-Guaçu,68805,2024,2023,25331.29859748565,89.62819172763923,10.17367923842744,5.813530993387109,307.63268173340117,209.2871157619359,135.16459559625028,7.266913741733886,783.8577622750284,91.07865222973138,48.44609161155924,66.85560642395176,3438,3772,0.6261930010604454,0.5806783144912642,0.25795334040296924,1.209106239460371,0.2866779089376054,0.24946977730646872,C,C,C,C,C,C,C,C+,1.0,1.0,1.3333,1.0,1.0,1.0,1.6667,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515129,Emilianópolis,3062,2024,2023,31961.463096015676,88.58659588586596,0.0,21.77226213803614,500.7620291748313,10.88613106901807,0.0,0.0,206.83649031134334,10.88613106901807,43.54452427607228,21.77226213803614,75,80,0.25,0.5,0.2,,,0.0,C,C,C,B+,B,C,C,C,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515152,Engenheiro Coelho,20139,2024,2023,40438.452753364116,94.06623735050596,3.3103265637155106,23.172285946008575,238.34351258751676,46.34457189201715,23.172285946008575,4.965489845573266,456.8250657927405,62.8962047105947,38.06875548272837,82.75816409288777,592,686,0.446064139941691,0.4157303370786517,0.2594752186588921,0.972972972972973,0.17567567567567569,0.13848396501457727,C,C,C,C,C,C,C,C,1.0,1.0,1.0,1.3333,1.0,1.3333,1.3333,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515186,Espírito Santo do Pinhal,40681,2024,2023,66744.84403038274,90.89059674502712,2.458149996312775,7.374449988938325,400.6784493989823,40.14978327310866,9.013216653146841,0.8193833321042583,518.6696492219955,49.1629999262555,29.4977999557533,285.1453995722819,1639,2038,0.5294406280667321,0.5909090909090909,0.10794896957801767,0.7567567567567568,0.5135135135135135,0.08881256133464181,C+,C,B,C+,C+,C+,C,A,2.0,1.6667,2.6667,1.3333,2.0,1.6667,1.3333,4.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515194,Espírito Santo do Turvo,4217,2024,2023,43113.350723262985,85.75896078903055,23.713540431586438,39.522567385977396,537.5069164492925,31.618053908781913,15.809026954390957,0.0,521.6978894949016,39.522567385977396,86.94964824915027,150.18575606671408,183,226,0.2345132743362832,0.41025641025641024,0.17256637168141592,2.25,0.0,0.030973451327433628,B,B,B,B,B,B,B,C+,2.6667,2.3333,2.6667,3.3333,3.0,2.3333,3.0,2.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515202,Estrela d'Oeste,9655,2024,2023,136422.88969445883,83.8695975363704,6.904885206283446,3.452442603141723,479.8895218366995,6.904885206283446,3.452442603141723,0.0,517.8663904712585,55.239081650267565,27.619540825133782,134.6452615225272,358,449,0.32516703786191536,0.5176470588235295,0.18930957683741648,0.9375,0.6875,0.1447661469933185,C,C,C+,C,B,C,C,C,1.0,1.0,2.3333,1.0,3.0,1.0,1.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515301,Estrela do Norte,2749,2024,2023,25351.764277919243,82.31594524602293,0.0,0.0,485.02485752394807,0.0,0.0,0.0,642.6579362192313,0.0,24.251242876197406,24.251242876197406,97,112,0.16964285714285715,0.6111111111111112,0.16071428571428573,,,0.03571428571428571,C+,C,C,B+,C+,C,C,C,1.6667,1.3333,1.0,3.3333,2.3333,1.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515350,Euclides da Cunha Paulista,7928,2024,2023,20460.141271442986,62.25391216557294,0.0,8.409014463504878,533.9724184325597,0.0,0.0,4.204507231752439,336.3605785401951,12.613521695257315,46.249579549276824,25.22704339051463,230,270,0.24074074074074073,0.4528301886792453,0.3925925925925926,1.2222222222222223,0.4444444444444444,0.05185185185185185,C+,C,C+,B,B,B,A,B+,2.0,1.6667,2.0,2.6667,2.0,3.3333,4.3333,3.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515400,Fartura,16984,2024,2023,33348.73999057937,80.85451595457003,9.813157481551263,11.775788977861517,529.9105040037682,19.626314963102526,0.0,0.0,698.69681268645,37.2899984298948,64.76683937823834,113.83262678599465,757,875,0.28,0.5403225806451613,0.2834285714285714,1.4074074074074074,0.4074074074074074,0.12,C,C,B,C+,C+,C+,C,C,1.0,1.0,3.0,1.3333,1.6667,1.6667,1.0,1.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515509,Fernandópolis,73286,2024,2023,38079.687798488114,96.79571825920829,1.8193561298656404,8.187102584395383,463.4809740832719,22.741951623320507,2.2741951623320507,0.4548390324664101,688.6262951541449,56.400040025834855,32.74841033758153,169.65495910997097,3180,4433,0.45003383713061135,0.5291666666666667,0.10827881795623731,1.9906542056074767,0.45794392523364486,0.1182043762688924,C+,C,C+,C+,B,C+,B,B,2.0,1.0,3.0,2.3333,2.6667,2.6667,2.6667,2.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515608,Fernando Prestes,6066,2024,2023,46432.90471480382,90.00336587007742,5.495109352676118,5.495109352676118,467.08429497747005,49.45598417408506,5.495109352676118,0.0,659.4131223211342,137.37773381690295,0.0,131.88262446422684,266,306,0.3366013071895425,0.5172413793103449,0.1895424836601307,0.9310344827586207,0.20689655172413793,0.08496732026143791,C+,C,B,C+,B+,B,C,C,2.0,1.0,2.6667,1.6667,3.3333,3.0,2.0,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515657,Fernão,1689,2024,2023,60766.133806986385,60.5072463768116,0.0,0.0,453.91750542727453,98.67771857114663,0.0,0.0,710.4795737122558,39.47108742845866,118.41326228537595,39.47108742845866,74,94,0.22340425531914893,0.4230769230769231,0.2765957446808511,,,0.06382978723404255,C+,C,B,B,B+,B,C,C,1.6667,1.0,2.6667,2.3333,3.3333,3.3333,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515707,Ferraz de Vasconcelos,185622,2024,2023,29759.301160422794,99.15289233138763,5.2077160394062485,8.6196679272931,305.1003293431454,611.4576935923543,129.47459532454846,6.285174530317886,786.9038511957993,230.21696422478658,27.29561510309482,32.862483972804945,11936,12320,0.7291396103896104,0.40717948717948715,0.23741883116883117,1.5097402597402598,0.3046536796536797,0.3838474025974026,B,C,B,B+,B,B,B,C+,2.0,1.0,2.3333,2.3333,2.3333,2.3333,1.6667,2.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3515806,Flora Rica,1492,2024,2023,44011.39410187668,81.77538668459987,0.0,44.68275245755139,513.851653261841,0.0,0.0,0.0,647.8999106344951,22.341376228775694,22.341376228775694,0.0,56,63,0.1746031746031746,0.5,0.12698412698412698,6.0,0.0,0.015873015873015872,C,C,B,C+,C+,B,C,C,1.0,1.0,2.0,1.3333,1.3333,2.0,1.0,1.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3515905,Floreal,2756,2024,2023,47594.702467343974,83.71752652762532,12.094823415578132,12.094823415578132,628.930817610063,0.0,12.094823415578132,0.0,592.6463473633286,72.5689404934688,24.189646831156264,24.189646831156264,114,133,0.24812030075187969,0.75,0.09022556390977443,0.5714285714285714,0.14285714285714285,0.045112781954887216,B,C+,B,B,B,B,B+,B,3.0,2.0,2.6667,3.6667,2.6667,3.0,4.0,3.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3516002,Flórida Paulista,13171,2024,2023,27460.633209323514,80.72233369347121,5.061625287879938,10.123250575759876,427.7073368258548,7.592437931819907,2.530812643939969,0.0,215.11907473489737,7.592437931819907,43.02381494697948,156.91038392427808,346,419,0.2553699284009546,0.47058823529411764,0.081145584725537,0.6666666666666666,0.3333333333333333,0.06205250596658711,C+,C,B+,C,B,C,C+,C,2.0,1.6667,3.3333,1.0,2.3333,1.0,1.6667,1.0,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3516101,Florínea,3987,2024,2023,54216.453473789814,65.80109062581147,25.081514923501377,8.36050497450046,551.7933283170303,16.72100994900092,0.0,8.36050497450046,451.4672686230248,8.36050497450046,41.802524872502296,242.4546442605133,162,186,0.20430107526881722,0.6818181818181818,0.11827956989247312,15.0,0.0,0.06451612903225806,C+,C,C,B,B+,B,B,C+,2.0,1.0,1.6667,2.6667,3.3333,3.6667,3.6667,3.0,2022-2024,2023-2025,False,True,False,2023-2025,3.0,2024
3516200,Franca,364331,2024,2023,39457.71015916845,98.5181655206844,5.763989339364479,7.044875859223252,298.3550672328185,73.1020235262257,23.78789251166293,0.5489513656537599,1176.494268490283,127.3567168316723,30.5582926880593,113.72442458460392,20294,24348,0.5620174141613274,0.6223653395784543,0.21044849679645145,1.3119440914866582,0.30495552731893266,0.13463118120584852,C+,C,C+,B,B,C+,C+,B+,2.0,1.0,3.0,2.3333,3.0,2.6667,3.3333,3.3333,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
3516309,Francisco Morato,171107,2024,2023,13076.431706476065,99.53675388612018,5.259866633159368,5.844296259065965,412.41250601475485,444.75094531491993,74.22256249013775,4.675437007252771,671.1200204160749,77.33952049497293,54.93638483522007,53.377905832802476,9260,9867,0.6906861254687342,0.49441340782122906,0.2539779061518192,1.628719275549806,0.6015523932729625,0.27647714604236345,C+,C,B,C+,B,C,B+,B+,1.6667,1.0,2.6667,1.6667,2.3333,1.0,3.6667,2.6667,2022-2024,2023-2025,False,False,False,2023-2025,3.0,2024
